"","SMILES","SMILESbeta","EndPt","ReadyBiodeg"
"1327","C1(O)C(O)OC(OP(=O)(NCCCl)NCCCl)C(O)C1O","O=P(NCCCl)(NCCCl)OC1OC(O)C(O)C(O)C1O","NRB",0
"1328","CN1C(=O)N(C)c2ncn(C)c2C1(=O)","Cn1c(=O)c2c(ncn2C)n(C)c1=O","RB",1
"1329","CN(C)CCn1nnnc1SCC2=C(N4C(SC2)C(NC(=O)Cc3csc(N)n3)C4=O)C(O)=O","CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)C2SC1","NRB",0
"1330","Clc1ccc(NC(=N)NC(=N)CCCCCCNC(=N)NC(=N)c2ccc(Cl)cc2)cc1","N=C(CCCCCCNC(=N)NC(=N)c1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1","NRB",0
"1331","OC(=O)c4cn(C1CC1)c3cc(N2CCNCC2)c(F)cc3c4=O","O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O","NRB",0
"1332","c1c(Cl)ccc(OC(C)(C)C(O)=O)c1","CC(C)(Oc1ccc(Cl)cc1)C(=O)O","NRB",0
"1333","COc1ccc2CC5C3C=CC(O)C4Oc1c2C34CCN5C","COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341","NRB",0
"1334","P1(=O)(N(CCCl)CCCl)NCCCO1","O=P1(N(CCCl)CCCl)NCCCO1","NRB",0
"1335","Nc2ccn(C1OC(CO)C(O)C1O)c(=O)n2","Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1","NRB",0
"1336","c1ccccc1CC(c2ccccc2)(C(C)CN(C)C)OC(=O)CC","CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C","NRB",0
"1337","O=C2CN1C3CC(CC1CC2C3)OC(=O)c4c[nH]c5ccccc45","O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12","NRB",0
"1338","CNC(C)C(O)c1ccccc1","CNC(C)C(O)c1ccccc1","NRB",0
"1339","CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O","CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O","NRB",0
"1340","CC(C)(C(O)=O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4","CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1","NRB",0
"1341","Nc2ccn(C1OC(CO)C(O)C1(F)F)c(=O)n2","Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1","NRB",0
"1342","CC(C)Cc1ccc(C(C)C(=O)O)cc1","CC(C)Cc1ccc(C(C)C(=O)O)cc1","NRB",0
"1343","P1(=O)(NCCCl)N(CCCl)CCCO1","O=P1(NCCCl)OCCCN1CCCl","NRB",0
"1344","c1(N(C(=O)C)CC(O)CO)c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I","CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I","NRB",0
"1345","c1(I)c(NC(=O)COC)c(I)c(C(=O)NCC(O)CO)c(I)c1C(=O)N(C)CC(O)CO","COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I","NRB",0
"1346","CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c2c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c2I","CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I","NRB",0
"1347","NC(=O)OCC(C)(CCC)COC(=O)N","CCCC(C)(COC(N)=O)COC(N)=O","NRB",0
"1348","CC(O)C2C1C(C)C(=C(N1C2=O)C(O)=O)SC3CNC(C3)C(=O)N(C)C","CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12","NRB",0
"1349","CN(C)C(=N)NC(N)=N","CN(C)C(=N)NC(=N)N","NRB",0
"1350","CN(Cc2cnc1nc(N)nc(N)c1n2)c3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O","CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1","NRB",0
"1351","CC(N)(Cc1ccc(O)c(O)c1)C(O)=O","CC(N)(Cc1ccc(O)c(O)c1)C(=O)O","NRB",0
"1352","Cc1ncc(N(=O)=O)n1CCO","Cc1ncc([N+](=O)[O-])n1CCO","NRB",0
"1353","OCCNCCNc2ccc(NCCNCCO)c3C(=O)c1c(O)ccc(O)c1C(=O)c23","O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21","NRB",0
"1354","COc2ccc1cc(ccc1c2)C(C)C(O)=O","COc1ccc2cc(C(C)C(=O)O)ccc2c1","NRB",0
"1355","c1(C(N)=O)cccnc1","NC(=O)c1cccnc1","NRB",0
"1356","CC2COc3c(N1CCN(C)CC1)c(F)cc4c(=O)c(cn2c34)C(O)=O","CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23","NRB",0
"1357","CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O","CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O","NRB",0
"1358","O=C(N)C1=C(O)C(N(C)C)C2C(O)(C(O)=C3C(C(O)(C)c4c(c(O)ccc4)C3=O)C2O)C1=O","CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12","NRB",0
"1359","c1ccccc1CC(=O)NC1C2SC(C)(C)C(C(=O)O)N2C1=O","CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O","NRB",0
"1360","c1(C(O)C(N)C)ccccc1","CC(N)C(O)c1ccccc1","NRB",0
"1361","OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc2ccccc2","OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O","RB",1
"1362","CC(C)(C)NC(=O)C2CC1CCCCC1CN2CC(O)C(Cc3ccccc3)NC(=O)C(CC(N)=O)NC(=O)c5ccc4ccccc4n5","CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1","NRB",0
"1363","Nc1ccc(cc1)S(=O)(=O)NC(=O)c2ccccc2","Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1","NRB",0
"1364","Nc1ccc(cc1)S(=O)(=O)Nc2ncccn2","Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1","NRB",0
"1365","COc2cnc(NS(=O)(=O)c1ccc(N)cc1)nc2","COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1","NRB",0
"1366","Nc1ccc(S(=O)(=O)NC2=NOC(C)=C2)cc1","Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1","NRB",0
"1367","OC(=O)c3cc(N=Nc1ccc(cc1)S(=O)(=O)Nc2ccccn2)ccc3O","O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O","NRB",0
"1368","CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1O)C(=O)c1c(O)cccc1C3(C)O","CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12","NRB",0
"1369","N1C(=O)N(C)c2ncn(C)c2C1(=O)","Cn1cnc2c1c(=O)[nH]c(=O)n2C","NRB",0
"1370","N1(C)C(=O)N(C)C2=C(C1=O)NC=N2","Cn1c(=O)c2[nH]cnc2n(C)c1=O","RB",1
"1371","OP(O)(=O)C(Sc1ccc(Cl)cc1)P(O)(O)=O","O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O","NRB",0
"1372","CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1","CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1","NRB",0
"1373","CS(=O)(=O)OCC(O)C(O)COS(=O)(=O)C","CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O","NRB",0
"1374","CCC9(O)CC3CN(CCc1c([nH]c2ccccc12)C(C3)(C(=O)OC)c4cc5c(cc4OC)N(C)C6C(O)(C(OC(C)=O)C7(CC)C=CCN8CCC56C78)C(=O)OC)C9","CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1","NRB",0
"1375","CCC9(O)CC3CN(CCc1c([nH]c2ccccc12)C(C3)(C(=O)OC)c4cc5c(cc4OC)N(C=O)C6C(O)(C(OC(C)=O)C7(CC)C=CCN8CCC56C78)C(=O)OC)C9","CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1","NRB",0
"1376","CCC9(O)CC3CN(CCc1c([nH]c2ccccc12)C(C3)(C(=O)OC)c4cc5c(cc4OC)N(C)C6C(O)(C(O)C7(CC)C=CCN8CCC56C78)C(N)=O)C9","CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(N)=O)C(O)C5(CC)C=CCN6CCC43C65)C2)C1","NRB",0
"1377","O=C1NC(=O)NC(=O)N1","O=c1[nH]c(=O)[nH]c(=O)[nH]1","NRB",0
"1380","[O-][N+](=O)c1cc(Cl)c(cc1)NC(=O)c1cc(Cl)ccc1O","O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O","NRB",0
"1381","OCC1OC(O)C(O)C(O)C1O","OCC1OC(O)C(O)C(O)C1O","RB",1
"1382","OC(=O)c1cc(Cl)c(Cl)cc1","O=C(O)c1ccc(Cl)c(Cl)c1","NRB",0
"1383","COP(=O)(OC)C(O)C(Cl)(Cl)Cl","COP(=O)(OC)C(O)C(Cl)(Cl)Cl","NRB",0
"1384","CN(C)S(=O)(=O)c1ccc(cc1)OP(=S)(OC)OC","COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1","RB",1
"1403","OC(=O)c1ccc(Cl)cc1","O=C(O)c1ccc(Cl)cc1","NRB",0
"1406","CS","CS","RB",1
"1407","FC(F)Cl","FC(F)Cl","NRB",0
"1408","FC(F)(Cl)Cl","FC(F)(Cl)Cl","NRB",0
"1413","Oc1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(O)cc1","O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21","NRB",0
"1420","COP(=S)(OC)SCc1[n]c(N)[n]c(N)[n]1","COP(=S)(OC)SCc1nc(N)nc(N)n1","NRB",0
"1426","O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1","O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1","NRB",0
"1432","O=C1c2c3Nc4ccc5c(c4Nc3ccc2C(=O)c2ccccc12)C(=O)c1ccccc1C5=O","O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12","NRB",0
"1443","N#CC(c1ccccc1)c1ccccc1","N#CC(c1ccccc1)c1ccccc1","NRB",0
"1444","COP(=S)(OC)SCN1N=Nc2ccccc2C1=O","COP(=S)(OC)SCn1nnc2ccccc2c1=O","RB",1
"1447","O=C(Oc1cccc2ccc[n]c21)c1ccccc1","O=C(Oc1cccc2cccnc12)c1ccccc1","RB",1
"1451","Oc1c(O)cccc1O","Oc1cccc(O)c1O","RB",1
"1459","Oc1ccccc1CO","OCc1ccccc1O","NRB",0
"1460","Ic1cccc2ccccc21","Ic1cccc2ccccc12","RB",1
"1466","O=C(c1cccc[n]1)c1ccccc1","O=C(c1ccccc1)c1ccccn1","RB",1
"1468","Nc1cc2ccccc2cc1","Nc1ccc2ccccc2c1","RB",1
"1476","c1cccc2Sc3ccccc3Sc21","c1ccc2c(c1)Sc1ccccc1S2","NRB",0
"1480","CC(Oc1cc(Cl)c(Cl)cc1Cl)C(O)=O","CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O","NRB",0
"1485","Cc1cc(Cl)c(C)cc1","Cc1ccc(C)c(Cl)c1","NRB",0
"1488","Oc1cc(O)c(Cl)cc1","Oc1ccc(Cl)c(O)c1","NRB",0
"1490","COC(=O)C=C","C=CC(=O)OC","RB",1
"1497","CC(C)(C)c1ccccc1","CC(C)(C)c1ccccc1","RB",1
"1500","CC(O)c1ccccc1","CC(O)c1ccccc1","RB",1
"1501","OC(=O)c1c[n]cc[n]1","O=C(O)c1cnccn1","RB",1
"1503","Nc1cc(ccc1)C(O)=O","Nc1cccc(C(=O)O)c1","NRB",0
"1510","CCCC(CCC)C(O)=O","CCCC(CCC)C(=O)O","RB",1
"1520","CC(C)OC(=O)Nc1cccc(Cl)c1","CC(C)OC(=O)Nc1cccc(Cl)c1","RB",1
"1521","CN(C)C(=O)Nc1ccccc1","CN(C)C(=O)Nc1ccccc1","RB",1
"1523","Nc1ccc(cc1)Oc1ccc(N)cc1","Nc1ccc(Oc2ccc(N)cc2)cc1","NRB",0
"1530","C(Cc1ccccc1)c1ccccc1","c1ccc(CCc2ccccc2)cc1","RB",1
"1531","c1cc(cc[n]1)C=Cc1ccccc1","C(=Cc1ccncc1)c1ccccc1","RB",1
"1537","C=CC=O","C=CC=O","NRB",0
"1551","Cc1cccc[n]1","Cc1ccccn1","RB",1
"1559","C=COCCCl","C=COCCCl","RB",1
"1562","CCCCCCN","CCCCCCN","RB",1
"1564","CCCCCCCCCC=O","CCCCCCCCCC=O","RB",1
"1570","O=S(=O)(c1cc(Cl)c(Cl)cc1Cl)c1ccc(Cl)cc1","O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl","NRB",0
"1589","CC(C)(C)CC(C)(C)c1ccc(cc1)OCCOCC[N+](C)(C)Cc1ccccc1","CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1","NRB",0
"1594","CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC","RB",1
"1596","CCCCCC(C=O)=Cc1ccccc1","CCCCCC(C=O)=Cc1ccccc1","RB",1
"1600","CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO","CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO","RB",1
"1602","C#CC1(CCCCC1)OC(N)=O","C#CC1(OC(N)=O)CCCCC1","RB",1
"1604","CC(C)(C)c1cccc(c1O)C(C)(C)C","CC(C)(C)c1cccc(C(C)(C)C)c1O","NRB",0
"1606","Oc1c(cc2c(C(=O)c3ccccc3C2=O)c1O)S(O)(=O)=O","O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)O)c(O)c2O","NRB",0
"1615","c1c2cc3cc4ccccc4cc3cc2cc2ccccc21","c1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1","NRB",0
"1618","CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1","CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1","NRB",0
"1619","CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1","CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1","NRB",0
"1625","CCCCCCCCC=CCCCCCCCC(=O)OCCS(O)(=O)=O","CCCCCCCCC=CCCCCCCCC(=O)OCCS(=O)(=O)O","RB",1
"1633","c1[n]ccc[n]1","c1cncnc1","NRB",0
"1634","c1c[n]cc[n]1","c1cnccn1","RB",1
"1639","Cc1cc(O)c(O)cc1","Cc1ccc(O)c(O)c1","NRB",0
"1641","CCC=CCC=CCC=CCCCCCCCC(O)=O","CCC=CCC=CCC=CCCCCCCCC(=O)O","RB",1
"1643","OC(=O)c1ccccc1-c1ccccc1C(O)=O","O=C(O)c1ccccc1-c1ccccc1C(=O)O","RB",1
"1645","C=C(C(O)=O)c1ccccc1","C=C(C(=O)O)c1ccccc1","RB",1
"1646","C1CCC(N1)c1c[n]ccc1","c1cncc(C2CCCN2)c1","NRB",0
"1648","O=C1CCCCCO1","O=C1CCCCCO1","RB",1
"1649","Cc1cc(O)cc(O)c1","Cc1cc(O)cc(O)c1","NRB",0
"1652","CC(C)(C)Cl","CC(C)(C)Cl","NRB",0
"1653","CC(O)C(C)O","CC(O)C(C)O","RB",1
"1654","CC(C)C1CCC2C(C=1)=CCC1C(C)(CCCC21C)C(O)=O","CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1","NRB",0
"1656","Cc1ccc2c(c1)-c1c(O)cc(CCCCC)cc1OC2(C)C","CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2","RB",1
"1660","COc1cc(cc(OC)c1O)C(O)=O","COc1cc(C(=O)O)cc(OC)c1O","RB",1
"1663","CC(CC(=O)CC)CC","CCC(=O)CC(C)CC","RB",1
"1665","CCCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCC","NRB",0
"1670","CCCCCCCCCCCCCCCCCCCCCCCCCCCCO","CCCCCCCCCCCCCCCCCCCCCCCCCCCCO","RB",1
"1671","CCN","CCN","RB",1
"1675","CCC(=O)CCC","CCCC(=O)CC","NRB",0
"1676","CC1(C)CCCCC1","CC1(C)CCCCC1","NRB",0
"1679","CC=CCCC","CC=CCCC","NRB",0
"1680","CC1(C)COC(=O)C1O","CC1(C)COC(=O)C1O","RB",1
"1681","[O-][N+](=O)c1c(O)cccc1O","O=[N+]([O-])c1c(O)cccc1O","RB",1
"1683","Cc1c(O)cccc1O","Cc1c(O)cccc1O","NRB",0
"1687","CCC(=O)Nc1ccccc1","CCC(=O)Nc1ccccc1","NRB",0
"1689","OCCN1CCOCC1","OCCN1CCOCC1","RB",1
"1692","CCC(O)CCC","CCCC(O)CC","NRB",0
"1694","CCCCC(C)O","CCCCC(C)O","NRB",0
"1695","CCCCCCCCCCCC(O)=O","CCCCCCCCCCCC(=O)O","RB",1
"1696","CC(C)(C)C=O","CC(C)(C)C=O","RB",1
"1697","Nc1ccc(Cl)cc1C(O)=O","Nc1ccc(Cl)cc1C(=O)O","NRB",0
"1698","CCCCCCI","CCCCCCI","RB",1
"1704","CCCCN1CCCC1","CCCCN1CCCC1","RB",1
"1706","C=CCCCCO","C=CCCCCO","RB",1
"1710","CCCCCCc1ccccc1","CCCCCCc1ccccc1","RB",1
"1712","CCCCCCCCCCCCCCCCCCOS(O)(=O)=O","CCCCCCCCCCCCCCCCCCOS(=O)(=O)O","RB",1
"1713","Cc1cc(ccc1)OC(O)=NC","CN=C(O)Oc1cccc(C)c1","NRB",0
"1724","N#CCCOCCC#N","N#CCCOCCC#N","RB",1
"1726","CCN(CC)C(=O)CSc1ccc(Cl)[n][n]1","CCN(CC)C(=O)CSc1ccc(Cl)nn1","NRB",0
"1729","COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC","COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl","NRB",0
"1731","Cc1cc(c(OC(=O)NC)c(c1)C(C)(C)C)C(C)(C)C","CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C","NRB",0
"1733","CCc1[n]c(NS(=O)(=O)c2ccc(N)cc2)[n]c(CC)[n]1","CCc1nc(CC)nc(NS(=O)(=O)c2ccc(N)cc2)n1","NRB",0
"1740","Oc1cc(Cl)ccc1O","Oc1ccc(Cl)cc1O","NRB",0
"1744","CCCCOCC1CO1","CCCCOCC1CO1","RB",1
"1747","CC(=O)CCc1ccccc1","CC(=O)CCc1ccccc1","NRB",0
"1748","CCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC","RB",1
"1749","CCNC1NC(=O)N=C(NCC)N=1","CCNc1nc(NCC)[nH]c(=O)n1","NRB",0
"1750","CC(O)(P(O)(O)=O)P(O)(O)=O","CC(O)(P(=O)(O)O)P(=O)(O)O","RB",1
"1752","CCCCC(CCCC)c1cc[n]cc1","CCCCC(CCCC)c1ccncc1","RB",1
"1753","NC(=O)c1ccc(cc1Cl)[N+]([O-])=O","NC(=O)c1ccc([N+](=O)[O-])cc1Cl","RB",1
"1756","CC(=O)Nc1ccc(cc1)-c1ccc(N)cc1","CC(=O)Nc1ccc(-c2ccc(N)cc2)cc1","NRB",0
"1759","CCC(C)(O)C#C","C#CC(C)(O)CC","RB",1
"1760","CCCCCCCCCCCCCCCCCCOP1OCC2(COP(OC2)OCCCCCCCCCCCCCCCCCC)CO1","CCCCCCCCCCCCCCCCCCOP1OCC2(CO1)COP(OCCCCCCCCCCCCCCCCCC)OC2","RB",1
"1761","Oc1ccc(cc1Cl)C(O)=O","O=C(O)c1ccc(O)c(Cl)c1","NRB",0
"1762","CCCCCCCCCCCCCCCCOCCCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCCOCCCCCCCCCCCCCCCC","NRB",0
"1770","C1C=CCCC1c1ccccc1","C1=CCC(c2ccccc2)CC1","RB",1
"1774","OS(=O)(=O)CCN1CCN(CC1)CCS(O)(=O)=O","O=S(=O)(O)CCN1CCN(CCS(=O)(=O)O)CC1","NRB",0
"1775","CC1NC(=O)N(C(=O)C=1Cl)C(C)(C)C","Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl","NRB",0
"1776","C=C(Cl)CO","C=C(Cl)CO","RB",1
"1777","OC(=O)c1ccc(cc1)Sc1ccccc1","O=C(O)c1ccc(Sc2ccccc2)cc1","RB",1
"1782","CC(C)(N)Cc1ccccc1Cl","CC(C)(N)Cc1ccccc1Cl","NRB",0
"1784","SC(=S)NCCNC(S)=S","S=C(S)NCCNC(=S)S","NRB",0
"1792","Cc1c(Cl)cccc1Nc1ccccc1C(O)=O","Cc1c(Cl)cccc1Nc1ccccc1C(=O)O","NRB",0
"1796","COCN(C(=O)CCl)c1c(CC)cccc1CC","CCc1cccc(CC)c1N(COC)C(=O)CCl","NRB",0
"1798","CC(=O)Oc1c2c(cccc2cc2cccc(OC(C)=O)c21)OC(C)=O","CC(=O)Oc1cccc2cc3cccc(OC(C)=O)c3c(OC(C)=O)c12","NRB",0
"1799","CCCCCCCCc1ccc(N)cc1","CCCCCCCCc1ccc(N)cc1","RB",1
"1804","CC(C)(C)OC(=O)OC(=O)OC(C)(C)C","CC(C)(C)OC(=O)OC(=O)OC(C)(C)C","RB",1
"1809","CN(O)CCO","CN(O)CCO","RB",1
"1810","CP(O)(=O)CCC(N)C(O)=O","CP(=O)(O)CCC(N)C(=O)O","RB",1
"1817","CN(C)C(=O)Nc1cc(o[n]1)C(C)(C)C","CN(C)C(=O)Nc1cc(C(C)(C)C)on1","RB",1
"1821","NCCc1ccc(Br)cc1","NCCc1ccc(Br)cc1","RB",1
"1822","CC(C)C1(C)N=C(NC1=O)c1[n]c2ccccc2cc1C(O)=O","CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O","NRB",0
"1823","OC(=O)CSc1[n]ccc[n]1","O=C(O)CSc1ncccn1","RB",1
"1824","Oc1ccccc1-[n]1[n]c2ccccc2[n]1","Oc1ccccc1-n1nc2ccccc2n1","NRB",0
"1825","C#CCCOC1CCCCO1","C#CCCOC1CCCCO1","RB",1
"1826","Nc1c(Br)c2Cc3ccccc3-c2cc1Br","Nc1c(Br)cc2c(c1Br)Cc1ccccc1-2","NRB",0
"1827","CCCCCCCCCCc1ccc(O)c(CN=O)c1","CCCCCCCCCCc1ccc(O)c(CN=O)c1","RB",1
"1828","CCCCC1CC(OC)C(O)CC1","CCCCC1CCC(O)C(OC)C1","RB",1
"1829","Cc1cc(ccc1Cl)C(=O)C(F)(F)F","Cc1cc(C(=O)C(F)(F)F)ccc1Cl","NRB",0
"1830","Cc1ccc(C#N)c(O)[n]1","Cc1ccc(C#N)c(O)n1","RB",1
"1831","C=C1COC2(OC1)OCCCO2","C=C1COC2(OCCCO2)OC1","NRB",0
"1832","CC(=O)c1ccc(cc1)-[n]1c[n]cc1","CC(=O)c1ccc(-n2ccnc2)cc1","RB",1
"1833","CC(=O)OCc1c[n]c(N)c(C#N)[n]1","CC(=O)OCc1cnc(N)c(C#N)n1","RB",1
"1834","[O-][N+](=O)CCCCCC(O)=O","O=C(O)CCCCC[N+](=O)[O-]","RB",1
"1835","CC=C(C(=O)OC)C(=O)OC","CC=C(C(=O)OC)C(=O)OC","RB",1
"1836","CCCCCN1C(=O)c2cc(ccc2C1=O)[N+]([O-])=O","CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O","RB",1
"1837","CCCOC(=O)N1CCNCC1","CCCOC(=O)N1CCNCC1","RB",1
"1838","CCOC(=O)c1ccc(cc1C(=O)OCC)-c1cc(c(cc1)C(=O)OCC)C(=O)OCC","CCOC(=O)c1ccc(-c2ccc(C(=O)OCC)c(C(=O)OCC)c2)cc1C(=O)OCC","RB",1
"1869","CC(C)(C)C1CC(CC(C1O)C(C)(C)C)CCC(=O)OCC(COC(=O)CCC1CC(C(O)C(C1)C(C)(C)C)C(C)(C)C)(COC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)COC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C","CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCC2CC(C(C)(C)C)C(O)C(C(C)(C)C)C2)COC(=O)CCC2CC(C(C)(C)C)C(O)C(C(C)(C)C)C2)cc(C(C)(C)C)c1O","NRB",0
"1871","Cc1c(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c(C)c(CC2CC(C(O)C(C2)C(C)(C)C)C(C)(C)C)c(C)c1Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C","Cc1c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c(CC2CC(C(C)(C)C)C(O)C(C(C)(C)C)C2)c(C)c1Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1","NRB",0
"1908","CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)=O","CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)O","RB",1
"1912","CCCCCCCCCCCC[N+](C)(C)CC(O)=O","CCCCCCCCCCCC[N+](C)(C)CC(=O)O","RB",1
"2005","c1c2c3ccccc3ccc2cc2c3ccccc3ccc21","c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12","NRB",0
